"cog_state","prob_ave_workload","prob_bds_workload","prob_distraction","prob_fbds_workload","prob_high_eng","prob_low_eng","prob_sleep_onset","fz_o1_gamma","fz_pz_alpha","fz_t3_beta","n_fixations","n_saccades","pupil_size","scan_path_length","option","complexity_type","subject","option_type","mot","vs","response","predicted_values","residuals"
0.7,0.782256666666667,0.719130666666667,1.66666666666667e-06,0.845383,0.287326,0.712672333333333,0,0.544321979512557,0.275070818234791,0.497757381100789,7,61,3.65870504071636,147.301489275684,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.0592557828790687,-0.0592557828790687
0.533333333333333,0.705209333333333,0.668418666666667,0,0.741999333333333,0.340725,0.325951333333333,0.333323333333333,0.507960203166895,0.499411202735528,0.444868042505274,11,62,3.55348193100075,153.581534228778,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.0813057792959051,-0.0813057792959051
0.9,0.681400333333333,0.639476333333333,0,0.723324333333333,0.725058333333333,0.274941666666667,0,0.475682083335537,0.242337651079262,0.499366029636923,11,57,3.60827993091784,135.709799318582,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.100879422229567,-0.100879422229567
0.9,0.722328333333333,0.670735333333333,0,0.773921,0.863904,0.136096,0,0.555285056495419,0.434857597423418,0.516363862470789,7,59,3.71793844533521,37.5861950890691,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.0526077081015435,-0.0526077081015435
0.8,0.69766,0.645759333333333,0.000119333333333333,0.749560333333333,0.612407333333333,0.386649666666667,0.000823666666666667,0.706196861586743,0.528646784964962,0.254064723139113,8,64,3.72045557445269,225.694670688725,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,-0.038906103817027,0.038906103817027
0.8,0.757503,0.743260333333333,0.0233986666666667,0.771745666666667,0.651225,0.325376,0,0.685268671528568,0.0961565234352336,0.687276343946495,10,60,3.73980062797522,232.701242273912,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,-0.0262151254828867,0.0262151254828867
0.7,0.760890666666667,0.698901666666667,8.33333333333333e-06,0.822880333333333,0.260469,0.739522333333333,0,0.668767105899278,0.274219983555559,0.598156058983475,4,59,3.67414938504579,182.529707156922,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,-0.0162084784054969,0.0162084784054969
0.9,0.765871333333333,0.712896666666667,2e-06,0.818845666666667,0.925771666666667,0.063455,0.0107713333333333,0.587119418213461,0.420956166854979,0.499755722645343,9,64,3.65925166384584,209.32803305804,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.0333031627145893,-0.0333031627145893
0.9,0.696938666666667,0.648770333333333,0,0.745106666666667,0.956013333333333,0.0439866666666667,0,0.563088467819545,0.234106212789234,0.53233360106928,5,58,3.84802933989978,230.541871866845,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.0478756732828809,-0.0478756732828809
0.9,0.809279333333333,0.754549,1.33333333333333e-06,0.864009666666667,0.963089333333333,0.0369093333333333,0,0.588804227282556,0.304636376873592,0.527648584102329,9,55,3.65242919921875,93.8166690168783,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.0322814845219885,-0.0322814845219885
0.9,0.661666,0.60326,0,0.720071666666667,0.999866666666667,9.46666666666667e-05,3.86666666666667e-05,0.29504237481701,0.25743041082604,0.606869249853274,4,55,3.76958888249946,120.190384163985,"caution_option","S002",2002,"pre_option",0.716666666666667,0.766666666666667,0,0.210420410758503,-0.210420410758503
0.7,0.61495,0.563912,0.000288333333333333,0.665988333333333,0.320480666666667,0.679229333333333,2e-06,0.522765634085178,0.24847768794262,0.429469772109165,13,60,3.28362073009037,139.654760938098,"caution_option","S002",2003,"pre_option",0.9,0.666666666666667,0,0.190542308578419,-0.190542308578419
0.7,0.441453333333333,0.369010666666667,3.66666666666667e-06,0.513896333333333,0.322964,0.676945,8.73333333333333e-05,0.666129343870895,0.165138547574849,0.429428820416343,7,58,3.39256294004379,231.960179782112,"caution_option","S002",2003,"pre_option",0.9,0.666666666666667,0,0.103605706333557,-0.103605706333557
0.9,0.488698333333333,0.408538333333333,0,0.568858,0.999961333333333,3.86666666666667e-05,0,0.255370756123945,0.156761347426716,0.32978727656824,12,61,4.15687563488338,159.701100970361,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.272534812708291,-0.272534812708291
0.9,0.562985,0.552637,0,0.573333333333333,0.959430333333333,0.0405696666666667,0,0.182532631380871,0.254765602869044,0.233940150811048,8,60,4.43761299354087,122.863645994818,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.316704282712346,-0.316704282712346
0.9,0.671651666666667,0.679463333333333,0,0.663839666666667,0.994910333333333,0.00508966666666667,0,0.188778492758926,0.0837428197762051,0.405207795200573,10,57,4.5272270030914,55.0444316905806,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.312916755400783,-0.312916755400783
0.9,0.555568333333333,0.522385666666667,2.96666666666667e-05,0.588750666666667,0.935094666666667,0.064876,0,0.139858694787175,0.245639095187045,0.127263290485587,8,59,4.07070202576487,55.1149379688527,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.342582010467953,-0.342582010467953
0.633333333333333,0.537737,0.531316666666667,0,0.544157333333333,0.655135333333333,0.0115313333333333,0.333333333333333,0.265705184477359,0.15545322833432,0.197551243520206,3,62,4.31061309518166,376.760894030774,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.266267954180902,-0.266267954180902
0.9,0.541069333333333,0.567255333333333,0,0.514883333333333,0.944865333333333,0.0551346666666667,0,0.315401671605868,0.322672645717805,0.331384090252186,7,64,4.63299759254578,61.9455884542384,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.23613171021152,-0.23613171021152
0.9,0.477046333333333,0.476735333333333,0,0.477357,0.963588,0.036412,0,0.100986658864883,0.12919707481835,0.229843200297322,10,51,4.4712838864794,211.414777074484,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.366154243151353,-0.366154243151353
0.8,0.593428666666667,0.567799666666667,0,0.619057,0.636625333333333,0.363374666666667,0,0.103586650466435,0.30530030434425,0.269712426421012,6,64,4.5996172742445,195.7316596686,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.364577592853715,-0.364577592853715
0.9,0.638505333333333,0.628966,0,0.648044666666667,0.966212333333333,0.033788,0,0.151997403447538,0.0845042027780544,0.290856278547129,9,59,4.60471260585969,154.23587647854,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.335221025682127,-0.335221025682127
0.9,0.655799333333333,0.643441666666667,0,0.668156666666667,0.999807333333333,0.000192666666666667,0,0.332178418793669,0.0607534189077083,0.311498977146667,11,58,4.50206008371433,59.1458991876161,"engage_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,1,0.225958191408132,0.774041808591868
0.9,0.608443333333333,0.583348333333333,0,0.633538333333333,0.999695,0.000305,0,0.341248117889984,0.169786188473396,0.219882366831602,16,61,4.59998628180893,209.243601346444,"engage_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,1,0.220458272188718,0.779541727811282
0.9,0.644289666666667,0.697055,0,0.591524,0.998234,0.001766,0,0.273930215653237,0.341541211705537,0.375254124252836,11,61,4.93491542607642,151.329357207313,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.26128024658839,-0.26128024658839
0.9,0.608857333333333,0.609164333333333,0,0.60855,0.996976333333333,0.00302366666666667,0,0.253853017650502,0.263331885627998,0.243980933996542,12,61,4.45177138350018,100.531370637465,"engage_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,1,0.273455178302727,0.726544821697273
0.9,0.472239666666667,0.508583666666667,0,0.435895333333333,0.920311333333333,0.0796886666666667,0,0.254909833822726,0.076791432624388,0.305143624798142,6,62,4.62084014009433,45.4946040853339,"caution_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,0,0.272814318720145,-0.272814318720145
0.9,0.772647666666667,0.770485666666667,0,0.774810333333333,1,0,0,0.218447342951784,0.124959808585696,0.150508440904238,6,64,4.73525807175222,65.5823385761128,"engage_option","S002",2004,"pre_option",0.883333333333333,0.666666666666667,1,0.294925389021284,0.705074610978716
0.9,0.674063333333333,0.643809,0,0.704317333333333,0.999974,2.56666666666667e-05,3.33333333333333e-07,0.57867431430814,0.314555166500879,0.53413504223715,9,60,3.72265388139712,262.1135880079,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0456897543211,-0.0456897543211
0.7,0.626322333333333,0.571761,0,0.680883666666667,0.414413666666667,0.585586333333333,0,0.57748127228,0.356645547226051,0.421760428058566,5,61,3.59892756396001,113.813228610783,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0464132220690876,-0.0464132220690876
0.9,0.695766666666667,0.644212333333333,0,0.747320666666667,0.999679,0.000321,0,0.688224465215568,0.243425268819676,0.284518476500942,3,55,3.57757449623765,105.29814284734,"caution_option","S002",2005,"pre_option",0.8,0.8,0,-0.0207421056631237,0.0207421056631237
0.9,0.504364,0.465927666666667,0,0.542800333333333,0.996597666666667,0.00340233333333333,0,0.646525710383225,0.265558169338458,0.106659668333888,2,60,3.55459313253755,349.131064215145,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.00454426609988251,-0.00454426609988251
0.9,0.610586333333333,0.552656,0,0.668516666666667,0.992935,0.007065,0,0.484296282906544,0.12631407464217,0.42009004541211,9,59,3.7454864251809,67.5764469382322,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.102921151226756,-0.102921151226756
0.366666666666667,0.608623,0.640563,0,0.576683,0.333366,0,0.666634,0.461666396227516,0.296100497565436,0.457911880576901,3,59,3.73808260785033,148.543855663932,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.116644048464847,-0.116644048464847
0.9,0.669713,0.603289666666667,0,0.736136,0.985887666666667,0.0141123333333333,0,0.58247343016502,0.508574876323403,0.425513714642853,8,60,3.9201342010498,100.379535031111,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0433859479769048,-0.0433859479769048
0.9,0.551156,0.488949,5.33333333333333e-06,0.613363,0.882358333333333,0.117636333333333,0,0.400735785732278,0.515850530022473,0.221261849558586,6,58,4.18252247073579,42.1519484803261,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.153592731343371,-0.153592731343371
0.9,0.561144666666667,0.555349333333333,0,0.566939666666667,1,0,0,0.503917243746541,0.245575227493797,0.455200001148914,9,58,3.75463037458734,115.335357154485,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0910228844285659,-0.0910228844285659
0.9,0.481350666666667,0.433400333333333,0,0.529301333333333,0.966477666666667,0.0335223333333333,0,0.528260757958737,0.21206952292444,0.290795942762505,5,61,4.05793977395082,47.7982966596108,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0762608333106706,-0.0762608333106706
0.9,0.531248,0.533264666666667,0,0.529231333333333,0.999677,0.000323,0,0.506666373653238,0.243657429333902,0.499987714744772,8,55,3.56454673082726,90.5347530742716,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0893557957798746,-0.0893557957798746
0.8,0.620750666666667,0.636491666666667,0,0.605009666666667,0.583765,0.416235,0,0.502581347860654,0.190063854556814,0.520211097300961,5,33,3.9512179790099,282.381733405904,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0918329796015036,-0.0918329796015036
0.8,0.659081666666667,0.603979333333333,0,0.714184333333333,0.711806,0.288194,0,0.411273841730057,0.398623308520873,0.463623764915291,11,59,3.90163456651031,142.313723925992,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.14720239180708,-0.14720239180708
0.9,0.559876,0.483625666666667,0,0.636126666666667,0.934301666666667,0.0656983333333333,0,0.509243060835779,0.272900280160092,0.308751258522573,11,60,3.780394660102,158.197259448863,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.087793277419874,-0.087793277419874
0.9,0.637981666666667,0.589194666666667,0,0.686769,0.841380333333333,0.158619666666667,0,0.524111224551264,0.172626296017912,0.309186308458168,2,62,3.92832688239722,639.162146876675,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0787771349318163,-0.0787771349318163
0.633333333333333,0.562317,0.553105333333333,0,0.571529,0.666691666666667,3.33333333333333e-07,0.333308,0.559459317952589,0.35464474686874,0.423335328759994,7,61,3.88664228488237,128.092485062899,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.0573418418528465,-0.0573418418528465
0.9,0.673066,0.609256666666667,0,0.736875333333333,0.998405,0.001595,0,0.403339221403219,0.315907644040719,0.344862097505237,6,60,3.87759274750753,176.74530315382,"engage_option","S002",2005,"pre_option",0.8,0.8,1,0.152013992541669,0.847986007458331
0.8,0.670862,0.610899333333333,0,0.730824666666667,0.806767,0.193233,0,0.424447675005476,0.5767944232938,0.507529080277812,10,60,3.85410370764794,332.693810692505,"caution_option","S002",2005,"pre_option",0.8,0.8,0,0.139213701327341,-0.139213701327341
0.8,0.774751,0.779970333333333,0,0.769531666666667,0.606067666666667,0.393621666666667,0.000310666666666667,0.470701557972785,0.303550536851251,0.402731144347884,9,61,3.87068966724833,78.7208166331728,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.0284728534116125,-0.0284728534116125
0.7,0.626354666666667,0.608320333333333,0,0.644388333333333,0.655661333333333,0.344302333333333,3.63333333333333e-05,0.470719366925503,0.152193342270247,0.403539340410763,11,59,3.7447801694226,180.594596972143,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.0284620539572654,-0.0284620539572654
0.6,0.752276666666667,0.709929666666667,0,0.794624,0.223163666666667,0.776833666666667,2.66666666666667e-06,0.284360638535537,0.29621808637982,0.357211566890321,10,57,3.86095521687695,122.819158513918,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.141471089989555,-0.141471089989555
0.7,0.730663666666667,0.765553666666667,0,0.695774,0.445199333333333,0.5548,6.66666666666667e-07,0.261466926688395,0.0969442474187423,0.297243511166553,10,61,4.00115981707744,131.040621844044,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.155353972371284,-0.155353972371284
0.7,0.696366,0.668502333333333,0,0.72423,0.474363,0.525637,0,0.33154668442129,0.229269506041043,0.513974816803306,5,63,3.89107782555244,196.517363784544,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.11285719245015,-0.11285719245015
0.8,0.72058,0.656972,0,0.784188333333333,0.615765666666667,0.384234333333333,0,0.413119230011374,0.235785152814395,0.293345470366268,4,59,3.76384660064197,127.60845779062,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.0633911179417142,-0.0633911179417142
0.7,0.828674333333333,0.826726666666667,0,0.830622333333333,0.220199,0.779801,0,0.496133733238513,0.174638103496231,0.311036405794505,10,60,3.64754899755701,60.8283359026948,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.0130506317866073,-0.0130506317866073
0.9,0.529314333333333,0.566527333333333,0,0.492102,0.943580333333333,0.056393,2.7e-05,0.333138471709722,0.0992852128212749,0.531021852624088,12,58,3.59468775869205,109.476961317967,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.111891923215978,-0.111891923215978
0.9,0.626152333333333,0.624206333333333,0,0.628098333333333,0.826973666666667,0.172982,4.4e-05,0.444070100419451,0.382880650439297,0.473085051017907,13,62,3.80250984216746,135.758724740217,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.044622326914884,-0.044622326914884
0.9,0.808087,0.799180333333333,0,0.816994,0.982241666666667,0.017758,0,0.398910296673954,0.365591545591176,0.401163204073109,10,61,4.07854054441789,131.747870838781,"caution_option","S002",2007,"pre_option",0.866666666666667,0.7,0,0.0720074992262481,-0.0720074992262481
0.9,0.707275,0.619952333333333,0,0.794597666666667,0.998542666666667,0.00145733333333333,0,0.836312422463373,0.100849660820512,0.711367668750928,11,55,2.98492171676071,210.152268762278,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0157209581984013,-0.0157209581984013
0.9,0.694590333333333,0.653046333333333,0,0.736133666666667,0.999441666666667,0.000558333333333333,0,0.824678085284858,0.309697987409231,0.857893150773495,11,50,2.93212542154385,177.040414272246,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0227760891320455,-0.0227760891320455
0.9,0.790409,0.775989666666667,3.33333333333333e-07,0.804828,0.933059333333333,0.06694,0,0.853942677892447,0.138509661660853,0.689082936545971,12,55,3.08031750722214,147.003638430917,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.00502986694522679,-0.00502986694522679
0.366666666666667,0.683464,0.727085666666667,0,0.639841666666667,0.330295,9.93333333333333e-05,0.669605333333333,0.848035911281755,0.32912771355241,0.76997356719738,12,55,3.03352377003637,102.385669447313,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.00861176518261598,-0.00861176518261598
0.9,0.804929,0.741859,0,0.867998666666667,0.982122666666667,0.0178773333333333,0,0.713492429217601,0.372263869390787,0.798428748383647,2,58,3.06367244587078,266.162074683829,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0901997291264408,-0.0901997291264408
0.8,0.848310666666667,0.781547,0,0.915074666666667,0.609666666666667,0.390333333333333,0,0.793729961826892,0.244799468401256,0.794828495165364,13,56,3.25647203850024,122.471325297478,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0415432143920682,-0.0415432143920682
0.9,0.675996333333333,0.681355,0,0.670638666666667,0.997602,0.002398,0,0.828048377968516,0.173958688118792,0.801439519236234,4,56,2.8430878096558,49.4036783043118,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0207323236984787,-0.0207323236984787
0.8,0.678270666666667,0.580266333333333,0,0.776275,0.678032,0.321968,0,0.821906350243176,0.323915062759634,0.612231001760529,9,54,2.74772859770676,82.8998380198711,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0244568856684004,-0.0244568856684004
0.9,0.711421333333333,0.697639,0,0.725203,0.998264666666667,0.001734,1.66666666666667e-06,0.857292212102556,0.139265117404318,0.664349332057883,11,55,3.09143116564899,119.164252840217,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.00299868957289862,-0.00299868957289862
0.9,0.591872333333333,0.546782666666667,0.0113093333333333,0.636962,0.891799666666667,0.0968906666666667,0,0.770122178303664,0.1108551100828,0.428724877735055,9,56,2.83426016837255,56.9471046498364,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0558591140650699,-0.0558591140650699
0.8,0.739696666666667,0.647856,0,0.831537333333333,0.705829,0.294171,0,0.864800892964733,0.489249583781382,0.565725914356244,6,55,2.66590616212669,50.4395151769823,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,-0.00155461894900243,0.00155461894900243
0.9,0.754866666666667,0.729731,0,0.780002333333333,0.821827333333333,0.110572666666667,0.0675996666666667,0.783453608518434,0.162406051586432,0.757459671815423,9,46,3.07971453167903,111.414283330783,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0477748558684254,-0.0477748558684254
0.9,0.800502333333333,0.747069333333333,0,0.853935333333333,0.887461,0.112538666666667,0,0.450017815733206,0.423086672233752,0.583704776578884,8,52,3.19925989611395,63.2684894863183,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.24997229436173,-0.24997229436173
0.9,0.80702,0.777411333333333,0,0.836627666666667,0.982089333333333,0.017881,3e-05,0.778429396981598,0.270107223935547,0.721213845032749,6,54,3.06687185499403,121.587677599981,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0508215674848084,-0.0508215674848084
0.9,0.848881333333333,0.793402666666667,0,0.90436,0.978719666666667,0.0212786666666667,1.66666666666667e-06,0.856723261040466,0.213651633755678,0.520268760754272,11,57,3.02269500010722,96.9350938531856,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.00334370486481373,-0.00334370486481373
0.9,0.741431333333333,0.664248,0,0.818614333333333,0.996568666666667,0.00343133333333333,0,0.729608932292207,0.274559893283654,0.540427791191866,10,56,2.87648657205943,101.912283832471,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.08042658626156,-0.08042658626156
0.9,0.645668666666667,0.619835,0,0.671502,0.999902,9.76666666666667e-05,3.33333333333333e-07,0.792730972792996,0.379131355282112,0.565791823172892,10,56,2.95001714212911,149.258467279923,"engage_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,1,0.0421490072556636,0.957850992744336
0.9,0.65022,0.544068333333333,6.66666666666667e-07,0.756372,0.855402666666667,0.144596666666667,0,0.74488551666765,0.144625548175341,0.601112929817773,9,55,3.05923500061035,65.5088950223848,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.071162775067688,-0.071162775067688
0.9,0.819811,0.771460333333333,0,0.868162,0.952427666666667,0.0475723333333333,0,0.784261896102154,0.330153224554917,0.606251009487782,7,55,3.0398682753245,232.368300003689,"caution_option","S002",2008,"pre_option",0.733333333333333,0.666666666666667,0,0.0472847054930594,-0.0472847054930594
